Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.384,82.942,0.313,86.998,11.377
1,0.289,87.76,0.296,88.03,10.378
2,0.264,88.894,0.292,88.374,10.363
3,0.249,89.654,0.293,88.429,10.364
4,0.239,90.124,0.302,88.522,10.373
5,0.23,90.469,0.305,88.197,10.365
6,0.223,90.922,0.306,88.55,10.366
7,0.214,91.263,0.307,88.243,10.377
8,0.208,91.596,0.316,88.336,10.384
9,0.2,91.918,0.333,88.448,10.379
