Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.695,49.493,0.693,50.52,9.041
1,0.692,51.477,0.692,51.83,9.036
2,0.69,53.003,0.69,53.02,9.031
3,0.688,53.997,0.688,54.01,9.029
4,0.686,54.733,0.686,54.69,10.465
5,0.684,55.72,0.684,55.57,9.827
6,0.681,56.767,0.681,56.77,9.045
7,0.678,57.513,0.677,58.12,9.052
8,0.673,58.693,0.672,59.32,9.088
9,0.667,59.96,0.665,61.12,9.086
