Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.672,57.51,0.643,62.31,14.403
1,0.593,67.67,0.523,73.93,14.419
2,0.507,75.197,0.499,76.0,14.434
3,0.443,79.62,0.401,82.51,14.444
4,0.396,82.793,0.377,83.79,14.45
5,0.361,84.617,0.361,84.41,14.449
6,0.342,85.637,0.354,84.6,14.409
7,0.313,87.02,0.348,85.32,14.445
8,0.29,88.21,0.339,85.66,14.438
9,0.271,88.967,0.341,85.68,14.448
