Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.668,72.001,0.666,72.825,22.647
1,0.665,73.593,0.663,73.881,22.653
2,0.662,74.596,0.66,74.663,22.682
3,0.659,75.275,0.657,75.246,22.703
4,0.656,75.669,0.654,75.564,22.724
5,0.653,75.876,0.651,75.701,22.728
6,0.65,76.001,0.649,75.855,22.708
7,0.647,76.111,0.646,75.983,22.705
8,0.645,76.216,0.643,76.11,22.715
9,0.642,76.313,0.641,76.174,22.702
