Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.349,85.18,0.309,86.776,15.33
1,0.244,89.981,0.324,87.525,15.351
2,0.19,92.377,0.386,87.717,15.336
3,0.15,94.137,0.43,87.534,15.338
4,0.119,95.488,0.503,87.187,15.355
5,0.096,96.416,0.575,87.26,15.36
6,0.079,97.086,0.697,87.361,15.349
7,0.068,97.482,0.735,87.187,15.347
8,0.057,97.964,0.884,86.868,15.347
9,0.052,98.219,0.949,86.922,15.355
