Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.689,54.318,0.685,57.144,21.473
1,0.681,59.141,0.678,61.376,21.507
2,0.674,63.511,0.671,65.116,21.512
3,0.667,67.484,0.665,68.566,21.495
4,0.661,70.66,0.659,71.132,21.507
5,0.655,72.776,0.653,73.153,21.509
6,0.649,74.296,0.648,74.327,21.499
7,0.644,75.181,0.643,74.818,21.458
8,0.639,75.705,0.638,75.273,21.47
9,0.634,76.023,0.633,75.564,21.464
