Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.528,75.523,0.452,78.704,29.874
1,0.423,80.872,0.406,82.08,29.918
2,0.381,83.522,0.368,84.201,29.882
3,0.344,85.376,0.341,85.557,29.883
4,0.323,86.417,0.326,86.203,29.884
5,0.308,86.992,0.316,86.54,29.935
6,0.298,87.484,0.308,86.877,29.924
7,0.289,87.912,0.303,87.295,29.903
8,0.282,88.23,0.298,87.477,29.903
9,0.276,88.524,0.294,87.605,29.898
