Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.392,82.413,0.318,86.403,44.059
1,0.29,87.57,0.3,87.602,43.931
2,0.262,89.016,0.29,87.955,43.917
3,0.244,89.841,0.287,88.206,43.872
4,0.231,90.406,0.293,87.983,43.903
5,0.22,90.918,0.305,87.751,43.888
6,0.209,91.417,0.306,87.881,43.868
7,0.199,91.967,0.312,87.574,43.756
8,0.19,92.269,0.33,86.329,43.901
9,0.182,92.683,0.362,84.907,43.924
