Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.37,83.629,0.315,86.738,16.275
1,0.28,88.064,0.299,87.825,16.263
2,0.252,89.428,0.296,88.234,16.262
3,0.234,90.32,0.303,88.169,16.261
4,0.218,90.995,0.309,88.234,16.254
5,0.204,91.708,0.326,87.797,16.252
6,0.191,92.322,0.337,87.537,16.263
7,0.177,93.005,0.357,87.937,16.282
8,0.165,93.52,0.357,87.491,16.259
9,0.157,93.886,0.376,87.23,16.292
