Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.377,83.341,0.319,86.952,13.402
1,0.282,88.112,0.304,87.788,12.606
2,0.255,89.37,0.296,88.048,12.584
3,0.238,90.102,0.295,88.262,12.592
4,0.224,90.636,0.302,88.048,12.573
5,0.212,91.276,0.311,87.593,12.607
6,0.2,91.819,0.317,88.113,12.609
7,0.189,92.39,0.321,87.955,12.599
8,0.177,92.899,0.336,87.76,12.594
9,0.168,93.29,0.359,87.593,12.612
