Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.543,71.56,0.46,80.0,23.501
1,0.38,82.91,0.375,84.13,23.54
2,0.31,86.6,0.335,85.91,23.49
3,0.271,88.717,0.313,86.72,23.477
4,0.241,90.253,0.299,87.36,23.479
5,0.215,91.413,0.299,87.4,23.489
6,0.189,92.727,0.308,87.54,23.49
7,0.164,93.803,0.329,87.49,23.536
8,0.144,94.733,0.35,87.22,23.458
9,0.12,95.6,0.392,86.83,23.416
