Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.442,78.463,0.35,85.33,19.258
1,0.275,88.54,0.308,86.89,19.275
2,0.208,91.957,0.304,87.13,19.25
3,0.153,94.637,0.328,86.86,19.244
4,0.108,96.47,0.382,86.47,19.165
5,0.097,96.54,0.48,84.91,19.287
6,0.08,97.06,0.537,85.09,19.407
7,0.05,98.263,0.538,86.41,19.46
8,0.029,98.97,0.645,86.21,19.416
9,0.021,99.33,0.754,85.86,19.238
