Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.692,52.79,0.69,53.51,13.008
1,0.688,55.177,0.687,55.86,13.011
2,0.685,56.18,0.683,56.5,13.006
3,0.681,56.74,0.679,57.08,13.058
4,0.677,57.227,0.675,57.7,13.014
5,0.673,57.843,0.671,58.45,13.011
6,0.669,58.463,0.666,59.31,13.014
7,0.664,59.17,0.662,59.94,13.279
8,0.659,59.983,0.657,60.45,13.901
9,0.654,60.743,0.651,61.02,13.885
