Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.693,51.48,0.691,52.48,12.645
1,0.69,53.943,0.688,54.88,12.436
2,0.687,56.19,0.685,56.36,12.442
3,0.683,57.463,0.681,57.36,12.448
4,0.677,58.437,0.672,59.45,12.452
5,0.652,61.85,0.632,64.46,12.466
6,0.629,64.85,0.62,65.87,12.47
7,0.618,65.9,0.614,65.97,12.471
8,0.611,66.287,0.608,66.47,12.477
9,0.604,66.847,0.599,67.23,12.491
