Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.566,68.463,0.436,80.4,5.769
1,0.39,82.7,0.374,83.76,5.773
2,0.326,86.267,0.343,85.46,5.774
3,0.286,88.0,0.327,86.52,5.794
4,0.256,89.697,0.318,87.2,5.792
5,0.233,90.683,0.315,87.42,5.769
6,0.21,91.57,0.319,87.38,5.777
7,0.189,92.67,0.334,87.41,5.774
8,0.171,93.403,0.342,87.45,5.768
9,0.156,93.977,0.355,87.48,5.775
