Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.693,51.543,0.69,53.51,5.146
1,0.687,54.733,0.687,56.02,5.147
2,0.68,57.977,0.682,57.96,5.146
3,0.67,61.157,0.674,59.96,5.143
4,0.656,64.187,0.661,62.57,5.139
5,0.639,67.21,0.644,65.43,5.135
6,0.617,69.76,0.623,68.04,5.139
7,0.591,72.813,0.598,70.39,5.134
8,0.563,74.667,0.573,72.26,5.134
9,0.536,76.35,0.549,73.71,5.137
