Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.601,66.313,0.472,78.07,4.796
1,0.381,83.26,0.393,82.54,5.112
2,0.285,88.397,0.368,84.06,5.123
3,0.224,91.397,0.366,84.61,5.126
4,0.178,93.69,0.374,84.69,5.123
5,0.142,95.34,0.387,84.87,5.127
6,0.112,96.577,0.405,84.89,5.054
7,0.088,97.597,0.426,85.07,4.766
8,0.068,98.43,0.449,84.89,4.763
9,0.053,98.93,0.487,84.9,4.774
