Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.622,60.087,0.428,80.72,10.703
1,0.379,83.46,0.347,85.21,10.696
2,0.293,88.177,0.331,86.55,10.689
3,0.245,90.207,0.34,86.34,10.691
4,0.205,92.183,0.352,86.57,10.702
5,0.175,93.59,0.388,86.07,10.706
6,0.148,94.647,0.421,86.11,10.704
7,0.136,94.94,0.403,86.4,10.692
8,0.127,95.287,0.487,85.19,10.691
9,0.109,96.1,0.51,85.51,10.733
