Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.675,54.177,0.499,76.7,9.763
1,0.391,82.877,0.347,85.27,9.767
2,0.296,88.31,0.324,86.92,9.765
3,0.243,91.123,0.321,87.57,9.765
4,0.206,92.623,0.316,88.27,9.733
5,0.176,93.88,0.332,87.85,9.72
6,0.161,94.337,0.356,87.67,9.724
7,0.144,94.737,0.347,87.76,9.718
8,0.121,95.8,0.357,87.66,9.721
9,0.111,96.263,0.404,86.02,9.718
