Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.693,51.297,0.692,52.22,15.027
1,0.692,52.3,0.691,52.55,15.026
2,0.69,53.427,0.69,53.73,15.007
3,0.687,55.413,0.686,56.04,15.028
4,0.681,57.397,0.678,58.45,15.033
5,0.669,59.753,0.665,60.83,15.026
6,0.652,62.357,0.645,63.33,15.088
7,0.63,64.9,0.622,65.62,15.022
8,0.608,66.847,0.602,67.64,15.004
9,0.591,68.337,0.588,68.95,15.014
