Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.488,77.91,0.329,86.16,7.057
1,0.274,88.783,0.314,87.38,7.053
2,0.237,90.507,0.332,86.92,7.058
3,0.21,91.703,0.364,86.81,7.045
4,0.195,92.453,0.393,86.88,7.053
5,0.19,92.8,0.394,87.43,7.04
6,0.169,93.633,0.389,86.86,7.037
7,0.153,94.243,0.439,87.12,7.058
8,0.156,94.347,0.449,87.28,7.301
9,0.144,94.737,0.436,87.43,7.569
