Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.593,64.107,0.454,78.85,9.062
1,0.372,83.803,0.334,85.53,9.086
2,0.301,87.527,0.317,86.56,9.065
3,0.256,89.917,0.308,87.22,9.095
4,0.223,91.473,0.315,87.18,9.141
5,0.197,92.493,0.324,87.55,9.159
6,0.183,92.957,0.35,86.41,9.159
7,0.17,93.377,0.326,87.79,9.151
8,0.145,94.5,0.376,87.1,9.184
9,0.123,95.583,0.426,87.24,9.239
