Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.553,67.687,0.468,78.0,11.906
1,0.348,85.37,0.361,85.04,11.91
2,0.276,88.783,0.388,84.44,11.935
3,0.231,90.693,0.365,86.43,11.928
4,0.181,93.117,0.401,86.89,12.011
5,0.145,94.687,0.422,86.25,11.992
6,0.137,94.687,0.537,84.85,11.996
7,0.113,95.673,0.482,86.75,11.988
8,0.092,96.45,0.54,85.09,11.958
9,0.093,96.41,0.473,84.46,11.957
