Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.694,49.987,0.692,56.63,15.318
1,0.505,74.093,0.416,82.32,15.313
2,0.347,85.273,0.368,85.01,15.275
3,0.292,88.233,0.351,85.95,15.295
4,0.259,89.75,0.352,86.29,15.307
5,0.235,90.77,0.356,86.6,15.336
6,0.217,91.783,0.363,86.51,15.262
7,0.195,92.743,0.381,86.32,15.265
8,0.183,93.227,0.396,86.32,15.265
9,0.17,93.843,0.404,86.65,15.282
