Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.658,56.017,0.512,74.19,9.69
1,0.409,81.623,0.365,84.38,9.603
2,0.328,86.497,0.328,86.13,9.636
3,0.281,88.78,0.311,86.87,10.063
4,0.251,90.163,0.302,87.34,9.652
5,0.226,91.413,0.3,87.49,9.883
6,0.207,92.223,0.301,87.89,9.705
7,0.194,92.687,0.305,87.89,9.702
8,0.179,93.217,0.314,87.83,9.739
9,0.159,94.237,0.31,87.92,10.059
