Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.51,76.819,0.466,78.265,6.65
1,0.432,79.983,0.41,81.251,6.649
2,0.385,82.67,0.367,83.662,6.645
3,0.352,84.602,0.343,84.804,6.667
4,0.332,85.576,0.33,85.598,6.68
5,0.319,86.314,0.321,86.055,6.671
6,0.308,86.835,0.314,86.374,6.645
7,0.299,87.269,0.31,86.767,6.646
8,0.292,87.694,0.306,86.849,6.642
9,0.283,87.952,0.304,87.05,6.654
