Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,11.907,53.893,0.589,68.17,9.266
1,0.704,63.703,0.552,71.99,8.286
2,0.653,68.07,0.544,74.75,8.281
3,0.627,70.27,0.543,76.37,8.265
4,0.608,72.527,0.876,67.76,8.287
5,0.59,73.593,0.588,76.86,8.296
6,0.558,75.187,0.523,80.01,8.281
7,0.551,75.957,0.55,80.19,8.277
8,0.526,76.967,0.562,79.85,8.287
9,0.502,78.257,0.539,81.45,8.295
