Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,2.365,50.257,2.155,50.2,7.954
1,1.877,50.83,0.714,61.28,7.957
2,0.732,64.48,0.474,77.95,7.957
3,0.618,70.043,0.45,79.22,7.951
4,0.601,71.613,0.442,79.39,7.964
5,0.584,73.027,0.71,67.47,7.959
6,0.571,74.113,0.422,81.18,8.093
7,0.558,75.457,0.427,81.4,8.125
8,0.523,77.193,0.424,82.11,7.968
9,0.509,77.893,0.45,80.75,7.973
