Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.656,63.607,0.575,74.2,7.68
1,0.502,77.71,0.454,79.49,7.693
2,0.396,83.173,0.396,82.62,7.678
3,0.335,86.253,0.364,84.45,7.688
4,0.293,88.24,0.343,85.42,7.691
5,0.26,89.88,0.33,86.07,7.685
6,0.232,91.323,0.32,86.73,7.687
7,0.209,92.317,0.315,86.85,7.686
8,0.187,93.61,0.312,86.94,7.691
9,0.167,94.493,0.31,87.04,7.694
