Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.588,67.79,0.496,76.5,12.045
1,0.459,78.75,0.409,81.88,12.077
2,0.39,82.807,0.361,84.28,13.627
3,0.352,84.717,0.35,84.69,13.7
4,0.322,86.513,0.34,85.11,12.067
5,0.299,87.79,0.317,86.42,11.726
6,0.286,88.533,0.312,86.87,11.734
7,0.265,89.46,0.324,87.18,11.725
8,0.251,89.993,0.354,86.58,11.707
9,0.238,90.663,0.319,87.78,11.71
