Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.691,53.477,0.691,53.1,9.206
1,0.69,54.61,0.69,54.19,9.072
2,0.688,55.503,0.688,55.51,9.063
3,0.687,56.387,0.687,56.58,9.059
4,0.685,57.06,0.685,57.1,9.036
5,0.683,57.647,0.683,57.34,9.047
6,0.681,58.12,0.681,57.92,9.059
7,0.679,58.737,0.679,58.24,9.035
8,0.677,59.313,0.676,58.78,9.04
9,0.674,59.783,0.673,59.37,9.039
