Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.662,60.527,0.551,75.53,8.42
1,0.456,80.123,0.412,82.0,8.484
2,0.35,85.42,0.365,84.49,8.491
3,0.297,88.157,0.34,85.87,8.491
4,0.259,90.06,0.326,86.48,8.745
5,0.229,91.46,0.316,87.07,8.807
6,0.204,92.46,0.311,87.19,8.484
7,0.179,93.647,0.311,87.62,8.491
8,0.159,94.587,0.311,87.6,8.478
9,0.139,95.457,0.314,87.77,8.487
