Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.634,72.073,0.558,78.28,9.566
1,0.502,78.767,0.571,79.05,9.629
2,0.496,78.957,0.662,78.32,9.565
3,0.498,79.54,0.588,80.46,9.559
4,0.457,80.623,0.739,80.0,9.556
5,0.439,81.707,0.647,80.18,9.556
6,0.421,82.057,0.636,80.05,9.545
7,0.48,78.027,0.617,77.03,9.547
8,0.496,78.523,0.654,78.89,9.546
9,0.482,79.837,0.665,79.83,9.546
