Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.364,83.971,0.3,87.528,17.761
1,0.275,88.361,0.289,88.169,17.737
2,0.246,89.804,0.293,87.993,17.765
3,0.225,90.692,0.307,88.086,17.772
4,0.205,91.629,0.302,88.151,17.763
5,0.188,92.506,0.33,86.608,17.749
6,0.171,93.241,0.407,83.792,17.765
7,0.155,93.969,0.417,83.011,17.728
8,0.14,94.578,0.494,81.152,17.721
9,0.13,94.895,0.584,78.829,17.738
