Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.369,83.802,0.311,86.887,18.571
1,0.281,88.054,0.308,87.76,18.571
2,0.254,89.388,0.311,87.788,18.524
3,0.233,90.448,0.319,88.03,18.574
4,0.217,91.22,0.319,88.076,18.561
5,0.202,91.901,0.344,87.853,18.55
6,0.19,92.522,0.358,87.853,18.557
7,0.177,93.081,0.373,87.797,18.589
8,0.165,93.68,0.381,87.751,18.585
9,0.155,94.025,0.388,87.621,18.574
