Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,23.417,76.218,23.917,75.946,29.788
1,23.522,76.37,24.009,75.855,29.76
2,23.572,76.396,24.055,75.928,29.759
3,23.569,76.428,24.062,75.937,29.786
4,23.569,76.431,24.062,75.937,29.75
5,23.569,76.431,24.062,75.937,29.757
6,23.569,76.431,24.062,75.937,29.769
7,23.569,76.431,24.062,75.937,29.759
8,23.569,76.431,24.062,75.937,29.745
9,23.569,76.431,24.062,75.937,29.745
