Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,49.814,50.083,49.76,50.24,10.882
1,49.91,50.09,49.76,50.24,10.875
2,49.91,50.09,49.76,50.24,10.866
3,49.91,50.09,49.76,50.24,10.878
4,49.91,50.09,49.76,50.24,11.009
5,49.91,50.09,49.76,50.24,10.885
6,49.91,50.09,49.76,50.24,10.868
7,49.91,50.09,49.76,50.24,10.874
8,49.91,50.09,49.76,50.24,10.864
9,49.91,50.09,49.76,50.24,10.87
