Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.413,81.512,0.344,85.539,44.233
1,0.301,87.093,0.319,87.203,44.031
2,0.275,88.298,0.307,87.649,43.998
3,0.26,89.112,0.301,87.751,44.036
4,0.248,89.612,0.303,87.797,44.03
5,0.241,89.943,0.301,88.086,43.972
6,0.233,90.3,0.303,87.9,44.043
7,0.228,90.564,0.306,87.872,44.045
8,0.223,90.823,0.309,87.677,43.994
9,0.217,91.036,0.317,87.509,44.06
