Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.317,86.134,0.271,88.361,62.671
1,0.247,89.764,0.257,88.935,62.582
2,0.212,91.399,0.264,89.019,62.679
3,0.176,93.167,0.303,88.815,62.629
4,0.138,94.873,0.391,88.278,62.747
5,0.104,96.314,0.529,88.037,62.792
6,0.08,97.166,0.798,87.898,62.94
7,0.067,97.61,0.931,87.741,62.836
8,0.054,98.047,1.238,87.889,62.918
9,0.043,98.518,1.469,87.889,62.794
