Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.306,86.778,0.267,88.704,84.565
1,0.239,90.113,0.266,89.213,84.876
2,0.197,92.186,0.307,88.815,84.681
3,0.15,94.298,0.387,88.315,84.518
4,0.105,96.252,0.524,88.046,84.522
5,0.077,97.289,0.743,87.926,84.76
6,0.058,98.027,1.381,87.935,84.86
7,0.047,98.357,1.572,87.991,84.755
8,0.039,98.593,1.912,87.907,84.689
9,0.035,98.802,1.884,87.713,84.616
