Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.531,76.348,0.507,75.982,7.37
1,0.483,77.318,0.471,77.808,7.336
2,0.458,78.684,0.454,79.041,7.347
3,0.442,79.612,0.44,80.073,7.375
4,0.427,80.451,0.426,80.959,7.371
5,0.415,81.096,0.415,81.699,7.368
6,0.403,81.713,0.403,82.164,7.365
7,0.392,82.255,0.394,82.758,7.368
8,0.384,82.717,0.385,83.068,7.361
9,0.374,83.212,0.378,83.379,7.343
