Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.546,76.425,0.549,75.927,33.691
1,0.542,76.431,0.545,75.927,33.67
2,0.536,76.431,0.537,75.927,33.742
3,0.522,76.43,0.518,75.927,33.686
4,0.498,76.541,0.494,76.402,33.69
5,0.477,77.261,0.478,77.105,33.695
6,0.462,78.075,0.465,78.137,33.674
7,0.451,78.692,0.454,78.621,33.697
8,0.441,79.404,0.443,79.205,33.698
9,0.432,79.955,0.432,79.918,33.706
