Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,23.175,76.328,23.198,76.574,44.406
1,23.241,76.672,23.194,76.747,44.397
2,23.27,76.655,23.337,76.602,44.446
3,23.513,76.447,23.69,76.274,44.396
4,23.571,76.413,23.717,76.274,44.399
5,23.572,76.424,23.722,76.265,44.406
6,23.569,76.422,23.727,76.256,44.396
7,23.574,76.422,23.725,76.256,44.402
8,23.572,76.422,23.711,76.283,44.427
9,23.594,76.388,23.729,76.265,44.413
