Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.546,76.399,0.523,76.274,45.466
1,0.511,76.848,0.499,77.403,45.198
2,0.49,77.892,0.478,78.477,45.203
3,0.464,78.92,0.442,80.206,45.204
4,0.416,81.288,0.383,82.854,45.341
5,0.371,83.618,0.346,84.647,45.502
6,0.34,85.227,0.325,85.739,45.51
7,0.321,86.198,0.312,86.34,45.504
8,0.308,86.869,0.304,86.886,45.514
9,0.298,87.361,0.299,87.313,45.521
