Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.413,81.547,0.333,86.048,29.141
1,0.306,87.231,0.299,87.523,29.155
2,0.277,88.473,0.284,88.123,29.152
3,0.26,89.387,0.277,88.424,29.165
4,0.246,90.008,0.273,88.524,29.199
5,0.234,90.56,0.274,88.861,29.168
6,0.224,90.999,0.276,88.751,29.155
7,0.213,91.517,0.28,88.779,29.182
8,0.203,92.013,0.284,88.66,29.19
9,0.193,92.446,0.294,88.633,29.144
