Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.548,69.64,0.414,81.41,14.163
1,0.342,85.51,0.372,83.94,14.18
2,0.265,89.48,0.379,84.43,14.182
3,0.217,91.737,0.37,85.86,14.195
4,0.174,93.487,0.384,86.23,14.186
5,0.151,94.28,0.41,86.75,14.195
6,0.127,95.053,0.467,84.69,14.195
7,0.111,95.883,0.473,86.17,14.199
8,0.088,96.77,0.503,85.65,14.192
9,0.077,97.157,0.6,82.81,14.193
