Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.63,60.847,0.494,76.69,6.165
1,0.397,82.44,0.388,83.26,6.173
2,0.311,87.17,0.359,84.95,6.167
3,0.263,89.543,0.343,85.99,6.175
4,0.23,91.29,0.329,86.86,6.164
5,0.198,92.703,0.346,86.44,6.16
6,0.169,94.127,0.351,87.08,6.163
7,0.144,95.043,0.374,86.93,6.149
8,0.13,95.517,0.383,87.43,6.145
9,0.137,94.87,0.403,86.08,6.154
