Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.657,57.06,0.513,75.57,9.567
1,0.424,81.033,0.385,83.62,9.545
2,0.344,85.42,0.349,85.35,9.516
3,0.306,87.26,0.345,85.7,9.514
4,0.274,88.98,0.326,86.3,9.516
5,0.249,90.197,0.326,86.53,9.536
6,0.235,90.71,0.343,85.61,9.549
7,0.219,91.463,0.338,86.21,9.545
8,0.203,92.247,0.334,86.23,9.54
9,0.192,92.787,0.367,85.1,9.544
