Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,1.331,77.663,0.509,79.573,20.499
1,0.425,82.176,0.531,80.891,20.462
2,0.384,83.695,0.53,81.773,20.573
3,0.365,84.493,0.511,83.255,20.482
4,0.349,85.31,0.495,83.745,20.486
5,0.338,85.814,0.564,82.309,20.511
6,0.325,86.401,0.513,84.145,20.488
7,0.312,87.017,0.514,84.527,20.489
8,0.304,87.36,0.535,84.3,20.487
9,0.298,87.696,0.554,84.582,20.481
