Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,23.557,76.398,24.256,75.744,7.231
1,23.569,76.431,24.256,75.744,7.238
2,23.569,76.431,24.256,75.744,7.209
3,23.569,76.431,24.256,75.744,7.19
4,23.569,76.431,24.256,75.744,7.185
5,23.569,76.431,24.256,75.744,7.199
6,23.569,76.431,24.256,75.744,7.234
7,23.569,76.431,24.256,75.744,7.207
8,23.569,76.431,24.256,75.744,7.237
9,23.569,76.431,24.256,75.744,7.245
