Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.363,83.918,0.324,86.515,14.004
1,0.273,88.507,0.312,87.519,13.992
2,0.246,89.801,0.339,87.528,13.981
3,0.226,90.787,0.336,87.946,13.986
4,0.21,91.583,0.34,88.225,13.989
5,0.196,92.151,0.35,87.918,14.005
6,0.181,92.945,0.383,88.058,14.023
7,0.167,93.524,0.382,87.918,14.025
8,0.156,94.023,0.418,87.779,14.034
9,0.148,94.369,0.428,87.621,14.023
