Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.369,83.672,0.322,86.533,11.979
1,0.276,88.366,0.311,87.537,11.984
2,0.245,89.836,0.303,87.723,11.983
3,0.221,90.877,0.32,87.323,11.957
4,0.2,91.875,0.366,84.833,11.955
5,0.177,92.875,0.384,85.214,11.96
6,0.158,93.79,0.468,82.519,11.952
7,0.143,94.412,0.524,81.636,11.95
8,0.129,94.951,0.57,80.725,11.98
9,0.116,95.496,0.557,81.32,11.976
