Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.647,57.403,0.463,78.81,14.154
1,0.368,84.403,0.342,86.17,14.177
2,0.272,89.517,0.334,87.07,14.177
3,0.205,92.573,0.354,86.81,14.176
4,0.159,94.447,0.397,86.52,14.185
5,0.131,95.407,0.498,83.9,14.195
6,0.107,96.127,0.475,86.01,14.185
7,0.092,96.683,0.664,81.45,14.186
8,0.072,97.577,0.643,82.92,14.18
9,0.063,97.907,0.635,83.68,14.189
