Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.608,61.84,0.438,79.59,12.267
1,0.354,85.097,0.394,82.92,12.279
2,0.271,89.223,0.354,86.21,12.274
3,0.213,92.147,0.408,84.5,12.275
4,0.172,93.787,0.4,85.87,12.274
5,0.145,94.7,0.546,82.77,12.282
6,0.137,94.877,0.403,86.95,12.281
7,0.112,95.973,0.539,84.04,12.275
8,0.083,97.163,0.588,83.63,12.266
9,0.078,97.26,0.544,84.02,12.271
