Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.444,78.973,0.357,85.53,18.179
1,0.278,88.643,0.306,87.88,18.117
2,0.211,91.81,0.299,87.64,18.1
3,0.156,94.333,0.322,87.16,18.173
4,0.112,96.157,0.363,86.95,18.151
5,0.086,96.963,0.402,86.9,18.051
6,0.071,97.483,0.523,85.67,18.132
7,0.055,98.027,0.593,85.44,18.057
8,0.039,98.67,0.616,86.53,18.185
9,0.022,99.337,0.776,85.09,18.168
