Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.42,79.98,0.341,85.89,38.405
1,0.269,88.917,0.303,87.05,38.494
2,0.195,92.547,0.306,86.9,38.828
3,0.139,94.907,0.386,85.51,38.675
4,0.105,95.983,0.439,85.79,38.634
5,0.083,96.703,0.576,84.06,38.734
6,0.047,98.307,0.529,87.36,38.713
7,0.033,98.87,0.609,87.45,38.882
8,0.026,99.087,0.704,87.24,38.874
9,0.029,99.03,0.805,87.14,38.866
