Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.443,78.847,0.37,84.43,42.317
1,0.294,87.593,0.311,87.02,42.287
2,0.223,91.093,0.294,87.42,42.345
3,0.169,93.647,0.318,86.72,42.277
4,0.131,94.947,0.332,87.25,42.31
5,0.09,96.597,0.516,84.06,42.312
6,0.054,98.137,0.475,87.29,42.289
7,0.038,98.67,0.627,86.54,42.304
8,0.038,98.513,0.665,87.0,42.329
9,0.029,98.993,0.681,87.15,42.333
