Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.321,86.12,0.272,87.926,125.993
1,0.245,89.778,0.271,88.593,132.83
2,0.2,91.89,0.307,88.769,134.461
3,0.145,94.519,0.422,88.324,134.598
4,0.095,96.651,0.625,87.713,134.681
5,0.069,97.539,0.852,87.639,134.636
6,0.051,98.167,1.119,88.083,134.225
7,0.039,98.645,1.294,87.796,134.257
8,0.031,98.958,1.462,87.907,134.639
9,0.027,99.084,1.811,87.787,134.236
