Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.304,86.953,0.265,88.583,76.044
1,0.235,90.167,0.269,88.917,76.202
2,0.188,92.525,0.312,88.685,76.369
3,0.136,94.97,0.434,88.231,76.706
4,0.09,96.913,0.672,87.778,76.539
5,0.069,97.595,1.041,87.824,76.425
6,0.056,98.011,1.155,87.972,76.525
7,0.041,98.577,1.515,87.861,76.549
8,0.034,98.863,1.741,87.981,76.555
9,0.032,98.894,1.776,87.741,76.516
