Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.692,51.723,0.691,53.01,12.712
1,0.689,53.877,0.689,54.27,12.674
2,0.685,55.94,0.686,56.46,12.684
3,0.679,58.617,0.68,58.97,12.668
4,0.67,61.557,0.67,61.35,12.673
5,0.656,64.677,0.656,63.83,12.667
6,0.637,66.933,0.636,66.19,12.669
7,0.613,69.03,0.611,68.87,12.669
8,0.587,71.043,0.586,70.54,12.672
9,0.563,72.57,0.565,72.16,12.665
