Epoch,train_loss,train_acc,val_loss,val_acc,train_time
0,0.455,78.047,0.309,87.2,15.771
1,0.269,88.93,0.289,88.05,15.746
2,0.191,92.7,0.32,87.89,15.772
3,0.117,95.81,0.391,87.52,15.765
4,0.066,97.857,0.454,87.14,15.78
5,0.042,98.677,0.499,86.94,15.815
6,0.037,98.767,0.531,86.74,15.956
7,0.03,99.007,0.575,86.68,15.956
8,0.026,99.18,0.656,87.41,15.943
9,0.025,99.15,0.683,87.12,15.952
